Activities,,,,,,,,,,,,,,
Start,,,,,,,,,,,,,,
Project ID,CTO.PG.Workpack Number,Project Name,Activity ID,Activity Name,BL Project Start,BL Project Finish,Original Duration,Start,Finish,Remaining Duration,At Completion Duration,Physical % Complete,Total Float,CTO.PG.PPC Planner
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3030,TOR Reactor Inspections Relaxations: Station comments on NSRS,17-Apr-25,02-May-25,10,07-Jan-26,20-Jan-26,10,10,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3120,TOR Reactor Inspections Relaxations: DA (Peer) Comments on NSRS,17-Apr-25,02-May-25,10,07-Jan-26,20-Jan-26,10,10,0%,12,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.6360,TOR 2025 S13R2 - Installation R2,12-Jan-26,27-Feb-26,35,12-Jan-26,27-Feb-26,35,35,0%,1736,OGAH Alima
    W156LT,W156,HYA Security,W156.2670,ONR acknowledgement of proposed delivery model (NSSP),,18-Jun-25,0,,14-Jan-26,0,0,0%,466,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3920,HYB Enhanced Defueling Rate: Deterministic Assessment Verification,16-Jan-26,19-Jan-26,2,16-Jan-26,19-Jan-26,2,2,0%,524,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1530,TOR Enhanced Defueling Rate: Deterministic Assessment Verification,16-Jan-26,19-Jan-26,2,16-Jan-26,19-Jan-26,2,2,0%,524,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9160,HPB PSR3 Extension EC: PSR4 Safety Case - Submitted to ONR,,17-Jan-25,0,,16-Jan-26,0,0,0%,157,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8570,HPB PSR3 Extension EC: ONR Approval of Safety Case (Letter sent to initiate) EC 374794,20-Jan-25,22-Apr-25,65,19-Jan-26,21-Apr-26,65,65,0%,157,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25750,DNB 2027 2.11 - Specification,19-Jan-26,02-Oct-26,180,19-Jan-26*,02-Oct-26,180,180,0%,1152,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.6000,HPB PSR4 Head Doc: NSC Presentation Date (T) EC 374795,,15-Oct-25,0,,19-Jan-26,0,0,0%,103,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8280,HPB PSR4 Head Doc: NSC Presentation Date (T) EC 374795 <Enter Paper Title Here>,,15-Oct-25,0,,19-Jan-26*,0,0,0%,103,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.6020,HPB PSR4 Head Doc: NSC Consideration & advice to Station Director ==> KDM,15-Oct-25,28-Oct-25,10,20-Jan-26,02-Feb-26,10,10,0%,99,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3930,HYB Enhanced Defueling Rate: Deterministic Assessment Technical Review,20-Jan-26,21-Jan-26,2,20-Jan-26,21-Jan-26,2,2,0%,524,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1540,TOR Enhanced Defueling Rate: Deterministic Assessment Technical Review,20-Jan-26,21-Jan-26,2,20-Jan-26,21-Jan-26,2,2,0%,524,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.2990,HYB Reactor Inspections Relaxations: INA comments on NSRS,06-May-25,19-May-25,10,21-Jan-26,03-Feb-26,10,10,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.2990,TOR Reactor Inspections Relaxations: INA comments on NSRS,06-May-25,19-May-25,10,21-Jan-26,03-Feb-26,10,10,0%,12,OGAH Alima
    W155LT,W155,HRA Security,W155.2670,ONR acknowledgement of proposed delivery model (NSSP),,11-Mar-25,0,,21-Jan-26,0,0,0%,240,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3940,HYB Enhanced Defueling Rate: Deterministic Assessment Issued/ Approval,,21-Jan-26,0,,21-Jan-26,0,0,0%,524,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1550,TOR Enhanced Defueling Rate: Deterministic Assessment Issued/ Approval,,21-Jan-26,0,,21-Jan-26,0,0,0%,524,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3950,HYB Enhanced Defueling Rate: Deterministic Assessment Production Risk (Risk 42008),22-Jan-26,28-Jan-26,5,22-Jan-26,28-Jan-26,5,5,0%,524,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1560,TOR Enhanced Defueling Rate: Deterministic Assessment Production Risk (Risk 42008),22-Jan-26,28-Jan-26,5,22-Jan-26,28-Jan-26,5,5,0%,524,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3960,HYB Enhanced Defueling Rate: HF Report on HBSCs Authoring,29-Jan-26,18-Feb-26,15,29-Jan-26,18-Feb-26,15,15,0%,524,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1570,TOR Enhanced Defueling Rate: HF Report on HBSCs Authoring,29-Jan-26,18-Feb-26,15,29-Jan-26,18-Feb-26,15,15,0%,524,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.6320,HYA 2025 - Go / No Go Decision,30-Jan-26,30-Jan-26,1,30-Jan-26*,30-Jan-26,1,1,0%,1247,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.25630,HRA 2025  - Go / No Go Decision,30-Jan-26,30-Jan-26,1,30-Jan-26*,30-Jan-26,1,1,0%,1144,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25480,"LSR Data Export, Analysis, Draft Report",30-Jan-26,19-Feb-26,15,30-Jan-26,19-Feb-26,15,15,0%,1202,OGAH Alima
 Subtotal,,,,,02-Jan-25,01-Mar-27,276,02-Jan-26,02-Feb-27,276,276,,1501,OGAH Alima
 01-Feb-26,,,,,,,,,,,,,,
    W156LT,W156,HYA Security,W156.2580,Implement administratively based mitigations,03-Feb-25,17-Nov-26,454,02-Feb-26*,15-Nov-27,454,454,0%,0,OGAH Alima
    W156LT,W156,HYA Security,W156.2590,Implement temp. infrastructure and org. mitigations required to enable commencement of defuelling (FEEDS TO SUMMARY SCHE,03-Feb-25,17-Nov-26,454,02-Feb-26*,15-Nov-27,454,454,0%,0,OGAH Alima
    W156LT,W156,HYA Security,W156.2600,Implement permanent infrastructure and organisational mitigations,03-Feb-25,17-Nov-26,454,02-Feb-26*,15-Nov-27,454,454,0%,0,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.6030,HPB PSR4 Head Doc: INSA Final Approval EC 374795,,28-Oct-25,0,,02-Feb-26,0,0,0%,99,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9200,HPB PSR4 Head Doc: INSA Final Approval EC 374795,,28-Oct-25,0,,02-Feb-26,0,0,0%,99,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.25640,"HRA 2025  - Design, Consolidation and Testing",03-Feb-26,30-Mar-26,40,03-Feb-26,30-Mar-26,40,40,0%,1144,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.6040,HPB PSR4 Head Doc: ONR Approval of Safety Case (Letter sent to initiate) EC 374795,29-Dec-25,28-Dec-26,80,03-Feb-26,29-May-26,80,80,0%,99,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.7060,HPB PSR4 Head Doc: Prepare Paper for Submission to ONR,29-Oct-25,24-Dec-25,10,03-Feb-26,16-Feb-26,10,10,0%,99,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3050,HYB Reactor Inspections Relaxations: Register EC and identify Milestones in AMS  EC NNNNNN,20-May-25,20-May-25,1,04-Feb-26,04-Feb-26,1,1,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3050,TOR Reactor Inspections Relaxations: Register EC and identify Milestones in AMS  EC NNNNNN,20-May-25,20-May-25,1,04-Feb-26,04-Feb-26,1,1,0%,12,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3060,HYB Reactor Inspections Relaxations: Update NSRS to address comments,21-May-25,21-May-25,1,05-Feb-26,05-Feb-26,1,1,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3060,TOR Reactor Inspections Relaxations: Update NSRS to address comments,21-May-25,21-May-25,1,05-Feb-26,05-Feb-26,1,1,0%,12,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3330,HYB Reactor Inspections Relaxations: Risk Ref 38976 TBC - NSRS Production,22-May-25,29-May-25,5,06-Feb-26,12-Feb-26,5,5,0%,12,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.10340,HYB 2026 TGN097 R8 - Plan Produced,06-Feb-26,02-Apr-26,40,06-Feb-26*,02-Apr-26,40,40,0%,1681,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3330,TOR Reactor Inspections Relaxations: Risk Ref 38976 TBC - NSRS Production,22-May-25,29-May-25,5,06-Feb-26,12-Feb-26,5,5,0%,12,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2040,HYB Enhanced Defueling Rate: Requirements Capture,10-Feb-26,11-Feb-26,2,10-Feb-26,11-Feb-26,2,2,0%,14,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2310,HYB Enhanced Defueling Rate: Final Authoring Consolidation Check,10-Feb-26,16-Feb-26,5,10-Feb-26,16-Feb-26,5,5,0%,11,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2320,HYB Enhanced Defueling Rate: Lessons Learned Activitiy - Following Authoring of SC,10-Feb-26,12-Feb-26,3,10-Feb-26,12-Feb-26,3,3,0%,540,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1580,TOR Enhanced Defueling Rate: Lessons Learned Activitiy - Following Authoring of SC,10-Feb-26,12-Feb-26,3,10-Feb-26,12-Feb-26,3,3,0%,540,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1590,TOR Enhanced Defueling Rate: Final Authoring Consolidation Check,10-Feb-26,16-Feb-26,5,10-Feb-26,16-Feb-26,5,5,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1600,TOR Enhanced Defueling Rate: Requirements Capture,10-Feb-26,11-Feb-26,2,10-Feb-26,11-Feb-26,2,2,0%,14,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1240,HYB Enhanced Defueling Rate: Lessons Learned Milestone - Authoring of the Safety Case,,12-Feb-26,0,,12-Feb-26,0,0,0%,540,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3570,HYB Reactor Inspections Relaxations: Risk Milestone - NSRS Production Complete (Risk Ref 38976),,19-Feb-25,0,,12-Feb-26,0,0,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3570,TOR Reactor Inspections Relaxations: Risk Milestone - NSRS Production Complete (Risk Ref 38976),,19-Feb-25,0,,12-Feb-26,0,0,0%,12,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1610,TOR Enhanced Defueling Rate: Lessons Learned Milestone - Authoring of the Safety Case,,12-Feb-26,0,,12-Feb-26,0,0,0%,540,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3020,HYB Reactor Inspections Relaxations: Issue final NSRS,30-May-25,30-May-25,1,13-Feb-26,13-Feb-26,1,1,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3020,TOR Reactor Inspections Relaxations: Issue final NSRS,30-May-25,30-May-25,1,13-Feb-26,13-Feb-26,1,1,0%,12,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8010,HPB PSR4 Head Doc: PSR4 Safety Case - Submitted to ONR,,24-Dec-25,0,,16-Feb-26,0,0,0%,222,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2300,HYB Enhanced Defueling Rate: Obtain CO Review & Detail Checker,17-Feb-26,02-Mar-26,10,17-Feb-26,02-Mar-26,10,10,0%,11,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3000,HYB Reactor Inspections Relaxations: DA & INA agree NSRS (for authorised designers-NSRS must be reviewed by DA),03-Jun-25,23-Jun-25,15,17-Feb-26,09-Mar-26,15,15,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3000,TOR Reactor Inspections Relaxations: DA & INA agree NSRS (for authorised designers-NSRS must be reviewed by DA),03-Jun-25,23-Jun-25,15,17-Feb-26,09-Mar-26,15,15,0%,12,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1620,TOR Enhanced Defueling Rate: Obtain CO Review & Detail Checker,17-Feb-26,02-Mar-26,10,17-Feb-26,02-Mar-26,10,10,0%,11,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3970,HYB Enhanced Defueling Rate: HF Report on HBSCs Verification,19-Feb-26,20-Feb-26,2,19-Feb-26,20-Feb-26,2,2,0%,524,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1630,TOR Enhanced Defueling Rate: HF Report on HBSCs Verification,19-Feb-26,20-Feb-26,2,19-Feb-26,20-Feb-26,2,2,0%,524,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25490,Issue Recommendations,20-Feb-26,20-Feb-26,1,20-Feb-26,20-Feb-26,1,1,0%,1202,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3980,HYB Enhanced Defueling Rate: HF Report on HBSCs Technical Review,23-Feb-26,24-Feb-26,2,23-Feb-26,24-Feb-26,2,2,0%,524,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1640,TOR Enhanced Defueling Rate: HF Report on HBSCs Technical Review,23-Feb-26,24-Feb-26,2,23-Feb-26,24-Feb-26,2,2,0%,524,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3010,HYB Reactor Inspections Relaxations: Station agree NSRS,10-Jun-25,23-Jun-25,10,24-Feb-26,09-Mar-26,10,10,0%,12,OGAH Alima
    ER7580LT,W194,HPB DPCS Defueling Support,W194.25700,Fuel Free Verification (FFV) declared,08-Jul-26,10-Jul-26,3,24-Feb-26,26-Feb-26,3,3,0%,299,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3010,TOR Reactor Inspections Relaxations: Station agree NSRS,10-Jun-25,23-Jun-25,10,24-Feb-26,09-Mar-26,10,10,0%,12,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3990,HYB Enhanced Defueling Rate: HF Report on HBSCs Issued/ Approval,,24-Feb-26,0,,24-Feb-26,0,0,0%,524,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1650,TOR Enhanced Defueling Rate: HF Report on HBSCs Issued/ Approval,,24-Feb-26,0,,24-Feb-26,0,0,0%,524,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4540,TOR 2026 LSR - Data Export Produced and Issued,27-Apr-26,26-May-26,20,25-Feb-26,24-Mar-26,20,20,0%,1668,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4540,HYB 2026 LSR - Data Export Produced and Issued,25-Feb-26,24-Mar-26,20,25-Feb-26,24-Mar-26,20,20,0%,1668,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.4000,HYB Enhanced Defueling Rate: HF Report on HBSCs Production Risk (Risk 42008),25-Feb-26,03-Mar-26,5,25-Feb-26,03-Mar-26,5,5,0%,524,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1660,TOR Enhanced Defueling Rate: HF Report on HBSCs Production Risk (Risk 42008),25-Feb-26,03-Mar-26,5,25-Feb-26,03-Mar-26,5,5,0%,524,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25500,Recommendations Workshop,26-Feb-26,26-Feb-26,1,26-Feb-26,26-Feb-26,1,1,0%,1202,OGAH Alima
    ER7580LT,W194,HPB DPCS Defueling Support,W194.25670,HPB SQEP declaration,03-Nov-25,11-Mar-26,20,27-Feb-26,26-Mar-26,20,20,0%,299,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25510,"LSR Update, Internal Review & Issue to EDF",27-Feb-26,12-Mar-26,10,27-Feb-26,12-Mar-26,10,10,0%,1202,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.10140,TOR 2025 S13R2 - Installation R2,,27-Feb-26,0,,27-Feb-26,0,0,0%,1736,OGAH Alima
 Subtotal,,,,,03-Feb-25,28-Dec-26,454,02-Feb-26,15-Nov-27,454,454,,1302,OGAH Alima
 01-Mar-26,,,,,,,,,,,,,,
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2500,HYB Enhanced Defueling Rate: Paper Authoring Risk (Risk 42008),03-Mar-26,16-Mar-26,10,03-Mar-26,16-Mar-26,10,10,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1670,TOR Enhanced Defueling Rate: Paper Authoring Risk (Risk 42008),03-Mar-26,16-Mar-26,10,03-Mar-26,16-Mar-26,10,10,0%,11,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1030,HYB Enhanced Defueling Rate: All Key Supporting Technical References Completed for Enhanced Defueling Rate,,03-Mar-26,0,,03-Mar-26,0,0,0%,527,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2250,HYB Enhanced Defueling Rate: All Supporting References Approved and Issued,,03-Mar-26,0,,03-Mar-26,0,0,0%,524,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1680,TOR Enhanced Defueling Rate: All Supporting References Approved and Issued,,03-Mar-26,0,,03-Mar-26,0,0,0%,524,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1690,TOR Enhanced Defueling Rate: All Key Supporting Technical References Completed for Enhanced Defueling Rate,,03-Mar-26,0,,03-Mar-26,0,0,0%,527,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2270,HYB Enhanced Defueling Rate: Lessons Learned Activitiy - Following Completeion of Technical References,04-Mar-26,06-Mar-26,3,04-Mar-26,06-Mar-26,3,3,0%,524,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1700,TOR Enhanced Defueling Rate: Lessons Learned Activitiy - Following Completeion of Technical References,04-Mar-26,06-Mar-26,3,04-Mar-26,06-Mar-26,3,3,0%,524,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25500,LSR Pre Data Extract,06-Mar-26,12-Mar-26,5,06-Mar-26*,12-Mar-26,5,5,0%,1412,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1230,HYB Enhanced Defueling Rate: Lessons Learned Milestone - Technical References,,06-Mar-26,0,,06-Mar-26,0,0,0%,524,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1710,TOR Enhanced Defueling Rate: Lessons Learned Milestone - Technical References,,06-Mar-26,0,,06-Mar-26,0,0,0%,524,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3430,HYB Reactor Inspections Relaxations: Station Agree NSRS,,14-Mar-25,0,,09-Mar-26,0,0,0%,48,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3550,HYB Reactor Inspections Relaxations - NSRS Completion - Proceed with Safety Case (HYB),,14-Mar-25,0,,09-Mar-26,0,0,0%,48,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3430,TOR Reactor Inspections Relaxations: Station Agree NSRS,,14-Mar-25,0,,09-Mar-26,0,0,0%,48,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3550,TOR Reactor Inspections Relaxations - NSRS Completion - Proceed with Safety Case (TOR),,14-Mar-25,0,,09-Mar-26,0,0,0%,48,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3070,HYB Reactor Inspections Relaxations: Circulate NSRS for Relevant Stakeholders (A-B Part),24-Jun-25,30-Jun-25,5,10-Mar-26,16-Mar-26,5,5,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3070,TOR Reactor Inspections Relaxations: Circulate NSRS for Relevant Stakeholders (A-B Part),24-Jun-25,30-Jun-25,5,10-Mar-26,16-Mar-26,5,5,0%,12,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25520,EDF Review,13-Mar-26,26-Mar-26,10,13-Mar-26,26-Mar-26,10,10,0%,1202,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1040,HYB Enhanced Defueling Rate: Safety Case Paper Authoring Complete EC NNNNNN - Enhanced Defueling Rate,,16-Mar-26,0,,16-Mar-26,0,0,0%,518,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2350,HYB Enhanced Defueling Rate: Verification Commenced (T-11),,16-Mar-26,0,,16-Mar-26,0,0,0%,440,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2370,HYB Enhanced Defueling Rate: Issue to Peer CO & Station for comments,,16-Mar-26,0,,16-Mar-26,0,0,0%,440,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1720,TOR Enhanced Defueling Rate: Issue to Peer CO & Station for comments,,16-Mar-26,0,,16-Mar-26,0,0,0%,440,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1730,TOR Enhanced Defueling Rate: Verification Commenced (T-11),,16-Mar-26,0,,16-Mar-26,0,0,0%,440,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1740,TOR Enhanced Defueling Rate: Safety Case Paper Authoring Complete EC NNNNNN - Enhanced Defueling Rate,,16-Mar-26,0,,16-Mar-26,0,0,0%,518,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1600,Confirm Objectives to be Delivered at Gate B+,17-Mar-26,30-Mar-26,10,17-Mar-26,30-Mar-26,10,10,0%,11,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3110,HYB Reactor Inspections Relaxations: Send NSRS to ONR to Determine Level of Review Required (Acknowledgement or Agreemen,01-Jul-25,01-Jul-25,1,17-Mar-26,17-Mar-26,1,1,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3110,TOR Reactor Inspections Relaxations: Send NSRS to ONR to Determine Level of Review Required (Acknowledgement or Agreemen,01-Jul-25,01-Jul-25,1,17-Mar-26,17-Mar-26,1,1,0%,12,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1750,Confirm Objectives to be Delivered at Gate B+,17-Mar-26,30-Mar-26,10,17-Mar-26,30-Mar-26,10,10,0%,11,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3130,HYB Reactor Inspections Relaxations: Outline Safety Case / ALARP Strategy,02-Jul-25,15-Jul-25,10,18-Mar-26,31-Mar-26,10,10,0%,12,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3380,HYB Reactor Inspections Relaxations: Lessons Learned Activity - NSRS Approval,02-Jul-25,04-Jul-25,3,18-Mar-26,20-Mar-26,3,3,0%,39,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3130,TOR Reactor Inspections Relaxations: Outline Safety Case / ALARP Strategy,02-Jul-25,15-Jul-25,10,18-Mar-26,31-Mar-26,10,10,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3380,TOR Reactor Inspections Relaxations: Lessons Learned Activity - NSRS Approval,02-Jul-25,04-Jul-25,3,18-Mar-26,20-Mar-26,3,3,0%,39,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3590,HYB Reactor Inspections Relaxations: Lessons Learned Milestone - NSRS Approval,,27-Mar-25,0,,20-Mar-26,0,0,0%,39,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3590,TOR Reactor Inspections Relaxations: Lessons Learned Milestone - NSRS Approval,,27-Mar-25,0,,20-Mar-26,0,0,0%,39,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4530,TOR 2026 LSR - Recommendations Produced and Issued,27-May-26,09-Jun-26,10,25-Mar-26,09-Apr-26,10,10,0%,1668,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4530,HYB 2026 LSR - Recommendations Produced and Issued,25-Mar-26,09-Apr-26,10,25-Mar-26,09-Apr-26,10,10,0%,1668,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8310,>>>MIRROR OF INCOMING ENABLER (W404) - EC PDSC Approved (Station Approval) (To be linked),,01-Dec-25,0,,26-Mar-26*,0,0,0%,195,OGAH Alima
    ER7514LT,W161,HPB PSR4,W160.9600,>>>MIRROR OF INCOMING ENABLER (W404) - EC PDSC Safety Case Submitted to ONR,,,0,,26-Mar-26*,0,0,0%,194,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9600,HPB PSR4 Head Doc: EC PDSC Safety Case Submitted to ONR (Incoming milestone to be linked),,,1,26-Mar-26,26-Mar-26,1,1,0%,194,OGAH Alima
    ER7514LT,W161,HPB PSR4,W160.9610,>>>INCOMING ENABLER (W404) - EC PDSC Safety Case Submitted to ONR,,,0,,26-Mar-26,0,0,0%,194,OGAH Alima
    ER7580LT,W194,HPB DPCS Defueling Support,W194.25680,Asset Assessment,12-Mar-26,11-May-26,30,27-Mar-26,12-May-26,30,30,0%,299,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25530,Update LSR,27-Mar-26,02-Apr-26,5,27-Mar-26,02-Apr-26,5,5,0%,1202,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8300,>>>INCOMING ENABLER (W404) - EC PDSC Approved,,02-Dec-25,0,,27-Mar-26,0,0,0%,193,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1590,Initial high level scope of programme,31-Mar-26,15-Apr-26,10,31-Mar-26,15-Apr-26,10,10,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1760,Initial high level scope of programme,31-Mar-26,15-Apr-26,10,31-Mar-26,15-Apr-26,10,10,0%,11,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3460,HYB Reactor Inspections Relaxations: Optioneering Complete (Outline Safety Case / ALARP Strategy),,07-Apr-25,0,,31-Mar-26,0,0,0%,12,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3700,>>>OUTGOING ENABLER - NSRS's Complete - Feeds B-D Plan (Start Authoring References),,15-Jul-25,0,,31-Mar-26,0,0,0%,32,OGAH Alima
